id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
680,Bismillah beli rumah DP 0% awas aja program ga jadi jalan #GubernurBaru #aniessandi,program,Anies-Sandi,0.0,awas,4.0,"[0.9756, 0.0122, 0.0122]",aja program ga,1
680,Bismillah beli rumah DP 0% awas aja program ga jadi jalan #GubernurBaru #aniessandi,dp,Ahok-Djarot,0.1887,rumah,3.0,"[0.9677, 0.0161, 0.0161]",rumah dp 0,1
682,Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus pantes portal beritanya sepi melempem. Payah!,pantes,Anies-Sandi,0.0,berita,-4.0,"[0.0122, 0.0122, 0.9756]",terus pantes portal,1
682,Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus pantes portal beritanya sepi melempem. Payah!,berita,Ahok-Djarot,0.1032,"berita,baca",-1.0,"[0.0385, 0.1923, 0.7692]",baca berita @liputan6dotcom,2
682,Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus pantes portal beritanya sepi melempem. Payah!,portal,Anies-Sandi,0.084,pantes,1.0,"[0.7692, 0.1923, 0.0385]",pantes portal berita,1
683,#AniesSandi berpihak atau tidak adil atau tidak bisa dilihat kok nanti dari titik2 Iklan di DKI. Di dominasi media @Hary_Tanoe atau tidak!,media,Anies-Sandi,0.1152,dominasi,-3.0,"[0.0161, 0.0161, 0.9677]",dominasi media @,1
684,Andai saja ahok muslim pasti menang.. #pilkadaDKI #AhokDjarot #AniesSandi,ahok,Ahok-Djarot,0.3958,menang,4.0,"[0.9756, 0.0122, 0.0122]",saja ahok muslim,1
685,Ente Kafirun nantangin laskar #AniesSandi ??! Kite cari ente !! #JakartaBersyariah https://twitter.com,ente,Anies-Sandi,0.1465,cari,-3.0,"[0.0161, 0.0161, 0.9677]",ente kafirun,1
687,kelakuan busuk lalu beri alasan busuk. sekarang lempar tai sembunyi tangan lalu nunjuk yang lain. MEMALUKAN klakuan pendukung #AniesSandi,alasan,Anies-Sandi,0.0,beri,2.0,"[0.9524, 0.0238, 0.0238]",beri alasan busuk,1
687,kelakuan busuk lalu beri alasan busuk. sekarang lempar tai sembunyi tangan lalu nunjuk yang lain. MEMALUKAN klakuan pendukung #AniesSandi,klakuan,Ahok-Djarot,0.1357,memalukan,-3.3,"[0.0147, 0.0147, 0.9706]",memalukan klakuan pendukung,0
687,kelakuan busuk lalu beri alasan busuk. sekarang lempar tai sembunyi tangan lalu nunjuk yang lain. MEMALUKAN klakuan pendukung #AniesSandi,kelakuan,Ahok-Djarot,0.0074,beri,2.0,"[0.9524, 0.0238, 0.0238]",kelakuan busuk,1
688,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,kebencian,Agus-Sylvi,0.0061,memuaskan,5.0,"[0.9804, 0.0098, 0.0098]",memuaskan kebencian .,1
688,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,dendam,Anies-Sandi,0.0665,balas,1.0,"[0.7692, 0.1923, 0.0385]",balas dendam .,1
688,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,pendukung,Ahok-Djarot,0.0944,parah,-5.0,"[0.0098, 0.0098, 0.9804]",parah pendukung #,1
690,Kuota @aagym lagi abis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,berita,Anies-Sandi,0.0985,mengikuti,-3.0,"[0.0161, 0.0161, 0.9677]",mengikuti berita @,1
691,Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!,timses,Anies-Sandi,0.129,bagian,4.0,"[0.9756, 0.0122, 0.0122]",dari timses #,1
693,#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!,kemenangan,Anies-Sandi,0.0917,kawal,1.0,"[0.7692, 0.1923, 0.0385]",kawal kemenangan #,1
695,Mobil mobil yang kena macet ke arah Mall Taman Anggrek tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!,sopir,Anies-Sandi,0.0119,tanya,2.0,"[0.9524, 0.0238, 0.0238]",tanya sopir nya,1
695,Mobil mobil yang kena macet ke arah Mall Taman Anggrek tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!,mobil,Anies-Sandi,0.0,mobil,1.0,"[0.7692, 0.1923, 0.0385]",mobil mobil,1
697,Tadinya saya suka baca @okezonenews tapi isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,isi,Anies-Sandi,0.0,memihak,-3.0,"[0.0161, 0.0161, 0.9677]",tapi isi nya,1
697,Tadinya saya suka baca @okezonenews tapi isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,media,Anies-Sandi,0.0263,suka,3.0,"[0.9677, 0.0161, 0.0161]",sebaiknya media bersikap,1
697,Tadinya saya suka baca @okezonenews tapi isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,@okezonenews,Anies-Sandi,0.1484,baca,3.0,"[0.9677, 0.0161, 0.0161]",baca @okezonenews tapi,1
697,Tadinya saya suka baca @okezonenews tapi isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,tadi,Anies-Sandi,0.0,suka,3.0,"[0.9677, 0.0161, 0.0161]",tadi nya,1
699,Cuma kota Jakarta PKS di Papua malah berkoalisi dukung gubernur Kristen #AniesSandi #SandiUnoCabul,gubernur,Anies-Sandi,0.346,dukung,4.0,"[0.9756, 0.0122, 0.0122]",dukung gubernur kristen,1
700,tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis tapi konseptualnya absurd banget.,konseptual,Agus-Sylvi,0.0,absurd,3.0,"[0.9677, 0.0161, 0.0161]",tapi konseptual nya,1
701,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce,agama,Ahok-Djarot,0.0766,menistakan,4.0,"[0.9756, 0.0122, 0.0122]",menistakan agama untuk,1
701,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce,pilkada,Anies-Sandi,0.4928,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang pilkada -,1
702,Yang lain mabuk miras sama mabok kecubung lha aku mabuk #OKEOCE,kecubung,Anies-Sandi,0.0,mabok,-4.0,"[0.0122, 0.0122, 0.9756]",mabok kecubung lha,1
703,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,penista,Ahok-Djarot,0.2095,pendukung,4.0,"[0.9756, 0.0122, 0.0122]",pendukung penista agama,1
703,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,program,Ahok-Djarot,0.0128,jiplak,3.0,"[0.9677, 0.0161, 0.0161]",jiplak program #,1
703,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,bikinan,Anies-Sandi,0.1051,hasil,-3.0,"[0.0161, 0.0161, 0.9677]",hasil bikinan pendukung,1
703,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,pendukung,Agus-Sylvi,0.1197,bikinan,3.0,"[0.9677, 0.0161, 0.0161]",bikinan pendukung penista,1
704,garansi nya global kak refurbish garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar),produksi,Ahok-Djarot,0.0,cacat,-5.0,"[0.0098, 0.0098, 0.9804]",cacat produksi boleh,1
704,garansi nya global kak refurbish garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar),cacat,Agus-Sylvi,0.0,tukar,1.0,"[0.7692, 0.1923, 0.0385]",kalau cacat produksi,1
705,Munafik katanya tidak boleh jualan agama tapi paling frontal bawa agama sabar min @Gerindra yang penting #OkeOce,agama,Ahok-Djarot,0.0375,"bawa,jualan",0.0,"[0.0, 1.0, 0.0]",jualan agama tapi,2
705,Munafik katanya tidak boleh jualan agama tapi paling frontal bawa agama sabar min @Gerindra yang penting #OkeOce,min,Anies-Sandi,0.0258,agama,3.0,"[0.9677, 0.0161, 0.0161]",sabar min @,1
706,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,anis-sandi,Anies-Sandi,0.2834,buat,1.0,"[0.7692, 0.1923, 0.0385]",buat anis-sandi mana,1
706,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,pak,Ahok-Djarot,0.663,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",buat pak ahok-djarot,1
706,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,bunga,Agus-Sylvi,0.0068,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga nya,1
707,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,kulon,Agus-Sylvi,0.0456,ujung,-3.0,"[0.0161, 0.0161, 0.9677]",ujung kulon atau,1
707,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,pilkada,Anies-Sandi,0.662,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang pilkada dki,1
710,Berita Badja: Rencana Ahok jika menang atau kalah Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI,berita,Ahok-Djarot,0.1042,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",berita badja,1
712,Jadi kalo kalah pasti badja berbuat curang? Picik <Grimacing Face> Prabowo Sebut Anies-Sandi Akan Menang Pilkada DKI jika Tidak Dicurangi,badja,Ahok-Djarot,0.0656,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",pasti badja berbuat,1
713,Kenapa waktu kampanye Sandi malah ke Cianjur? Anies minta dukungan Aher? Hhmm.. Jabar siap2 dilanda Anies-Sandi 2018 <Zipper-Mouth Face> Siap2 kalah Pilkada,dukungan,Ahok-Djarot,0.2491,minta,2.0,"[0.9524, 0.0238, 0.0238]",minta dukungan aher,1
714,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,salam,Anies-Sandi,0.0276,kaos,-4.0,"[0.0122, 0.0122, 0.9756]",kaos salam bersama,1
714,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,tim,Anies-Sandi,0.3578,apa,-3.0,"[0.0161, 0.0161, 0.9677]",apa tim pemenangan,1
714,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,pemenangan,Anies-Sandi,0.7187,tim,-4.0,"[0.0122, 0.0122, 0.9756]",tim pemenangan anies-sandi,1
714,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,licik,Agus-Sylvi,0.0019,main,2.0,"[0.9524, 0.0238, 0.0238]",main licik aja,1
715,Setelah AHY kalah di pilkada DKI putaran 1 menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox.,buzzer2,Anies-Sandi,0.1465,diserang,-4.0,"[0.0122, 0.0122, 0.9756]",oleh buzzer2 ahox,1
715,Setelah AHY kalah di pilkada DKI putaran 1 menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox.,pilkada,Anies-Sandi,0.6413,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",di pilkada dki,1
716,#Paslon3 Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education,nyalon,Agus-Sylvi,0.0585,pindah,1.0,"[0.7692, 0.1923, 0.0385]",pindah nyalon ke,1
716,#Paslon3 Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education,nih,Agus-Sylvi,0.0,cocok,4.0,"[0.9756, 0.0122, 0.0122]",cocok nih .,1
717,Kekuatan partai2 di Jatim mei 2017 paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..,paska,Anies-Sandi,0.479,kekuatan,3.0,"[0.9677, 0.0161, 0.0161]",2017 paska pilkada,1
717,Kekuatan partai2 di Jatim mei 2017 paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..,anies-sandi,Anies-Sandi,0.739,pendukung,4.0,"[0.9756, 0.0122, 0.0122]",pendukung anies-sandi .,1
717,Kekuatan partai2 di Jatim mei 2017 paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..,partai2,Anies-Sandi,0.2929,kekuatan,3.0,"[0.9677, 0.0161, 0.0161]",kekuatan partai2 di,1
718,anies sandi menang pilkada dki #terimakasihFPI,pilkada,Anies-Sandi,0.662,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang pilkada dki,1
719,cek kaos para pendukung Anies-Sandi kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran dan mereka bicara rekonsiliasi,pendukung,Anies-Sandi,0.7422,kaos,-4.0,"[0.0122, 0.0122, 0.9756]",para pendukung anies-sandi,1
719,cek kaos para pendukung Anies-Sandi kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran dan mereka bicara rekonsiliasi,kaos,Ahok-Djarot,0.0536,cek,-4.0,"[0.0122, 0.0122, 0.9756]",cek kaos para,1
720,Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta boleh dong RT. <Zipper-Mouth Face>,visi,Anies-Sandi,0.1462,menang,4.0,"[0.9756, 0.0122, 0.0122]",di visi misi,1
720,Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta boleh dong RT. <Zipper-Mouth Face>,misi,Anies-Sandi,0.1479,visi,2.0,"[0.9524, 0.0238, 0.0238]",visi misi dan,1
720,Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta boleh dong RT. <Zipper-Mouth Face>,program,Anies-Sandi,0.0369,visi,2.0,"[0.9524, 0.0238, 0.0238]",dan program mereka,1
720,Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta boleh dong RT. <Zipper-Mouth Face>,pilkada,Anies-Sandi,0.662,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang pilkada dki,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,pengajian,Ahok-Djarot,0.1132,kampanye,3.0,"[0.9677, 0.0161, 0.0161]",tiap pengajian bagi2,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,masjid,Ahok-Djarot,0.1278,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",masuk masjid musolah,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,kampanye,Agus-Sylvi,0.2255,curang,-5.0,"[0.0098, 0.0098, 0.9804]",curang kampanye masuk,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,pilkada,Anies-Sandi,0.443,kampanye,3.0,"[0.9677, 0.0161, 0.0161]",politik pilkada tiap,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,politik,Anies-Sandi,0.4341,kampanye,3.0,"[0.9677, 0.0161, 0.0161]",kampanye politik pilkada,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,musolah,Ahok-Djarot,0.1226,masjid,3.0,"[0.9677, 0.0161, 0.0161]",masjid musolah masa,1
721,Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid musolah masa seperti itu kampanye politik pilkada tiap pengajian bagi2 duit,masa,Ahok-Djarot,0.0,masjid,3.0,"[0.9677, 0.0161, 0.0161]",musolah masa seperti,1
722,DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur gubenur baru babak belur,sengsarain,Anies-Sandi,0.4132,siap,1.0,"[0.7692, 0.1923, 0.0385]",siap sengsarain cagub,1
722,DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur gubenur baru babak belur,gubenur,Ahok-Djarot,0.064,kabur,-2.0,"[0.0238, 0.0238, 0.9524]",kabur gubenur baru,1
722,DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur gubenur baru babak belur,angsuran,Agus-Sylvi,0.1478,kabur,-2.0,"[0.0238, 0.0238, 0.9524]",% angsuran 30th,1
723,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,konfirmasi,Anies-Sandi,0.0533,ditunggu,2.0,"[0.9524, 0.0238, 0.0238]",ditunggu konfirmasi nya,1
723,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,soal,Anies-Sandi,0.0351,konfirmasi,3.0,"[0.9677, 0.0161, 0.0161]",nya soal bini,1
723,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,bini,Anies-Sandi,0.0,soal,-1.0,"[0.0385, 0.1923, 0.7692]",soal bini muda,1
724,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,binimuda,Ahok-Djarot,0.0778,punya,3.0,"[0.9677, 0.0161, 0.0161]",punya binimuda ?,1
724,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,nih,Agus-Sylvi,0.1065,fitnah,-5.0,"[0.0098, 0.0098, 0.9804]",fitnah nih menteri,1
724,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,selenakoe,Anies-Sandi,0.2626,duh,-4.0,"[0.0122, 0.0122, 0.9756]",@ selenakoe anies,1
725,Artis bor sumur ngebor lagi mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>,bor,Ahok-Djarot,0.0,artis,2.0,"[0.9524, 0.0238, 0.0238]",artis bor sumur,1
725,Artis bor sumur ngebor lagi mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>,tangan,Agus-Sylvi,0.0,mulai,1.0,"[0.7692, 0.1923, 0.0385]",itu tangan nya,1
727,Wajah politik santun penuh kata mAnies bertabur wacana dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2,dusta,Agus-Sylvi,0.1159,wacana,-3.0,"[0.0161, 0.0161, 0.9677]",wacana dusta dan,1
727,Wajah politik santun penuh kata mAnies bertabur wacana dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2,tetapahok,Ahok-Djarot,0.0,salambersama,1.0,"[0.7692, 0.1923, 0.0385]",# tetapahok #,1
729,orang kaya mah bebas tajir melintir. Alhamdullilah. #OkeOce,orang,Anies-Sandi,0.0377,bebas,-4.0,"[0.0122, 0.0122, 0.9756]",orang kaya,1
731,Intelijen bayaran itu yang bermain tapi Alhamdulillah masyarakat CERDAS menanggapinya #OkeOce,intelijen,Anies-Sandi,0.0394,menanggapi,3.0,"[0.9677, 0.0161, 0.0161]",intelijen bayaran,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,asal,Ahok-Djarot,0.0,bobot,2.0,"[0.9524, 0.0238, 0.0238]",bobot asal ngeles,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,betengkar,Agus-Sylvi,0.0729,males,-4.0,"[0.0122, 0.0122, 0.9756]",males betengkar sama,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,tk,Agus-Sylvi,0.0,anak,-3.0,"[0.0161, 0.0161, 0.9677]",anak tk gak,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,terus,Anies-Sandi,0.0,hukum,3.0,"[0.9677, 0.0161, 0.0161]",hukum terus knapa,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,hukum,Agus-Sylvi,0.0,proses,1.0,"[0.7692, 0.1923, 0.0385]",proses hukum terus,1
732,Isis juga lagi proses hukum terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>,komentari,Anies-Sandi,0.1,proses,1.0,"[0.7692, 0.1923, 0.0385]",knapa komentari <grining,1
734,@GunRomli vs @ahmadfuadanwar lebih seru nonton nya dari acara debat #okeoce,nonton,Ahok-Djarot,0.0,seru,5.0,"[0.9804, 0.0098, 0.0098]",seru nonton nya,1
736,Apalagi ada yang mau berpihak sama ormas abal abal #fitsahats #firzahots #okeoce #salambersama #tetapahok #kampanyeahokjahat,tetapahok,Ahok-Djarot,0.0,salambersama,1.0,"[0.7692, 0.1923, 0.0385]",# tetapahok #,1
737,Cagub kerja vs cagub wacana cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat,fakta,Anies-Sandi,0.3583,wacana,-3.0,"[0.0161, 0.0161, 0.9677]",cagub fakta vs,1
737,Cagub kerja vs cagub wacana cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat,cagub,Anies-Sandi,0.2263,"fakta,wacana",-6.0,"[0.0082, 0.0082, 0.9836]",cagub kerja,2
737,Cagub kerja vs cagub wacana cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat,vs,Anies-Sandi,0.2891,"fakta,kerja",-1.0,"[0.0385, 0.1923, 0.7692]",kerja vs cagub,2
739,Setelah KO di beberapa Polling kini mereka goreng soal KPUD tidak netral kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce,kini,Anies-Sandi,0.2892,goreng,-1.0,"[0.0385, 0.1923, 0.7692]",polling kini mereka,1
739,Setelah KO di beberapa Polling kini mereka goreng soal KPUD tidak netral kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce,soal,Anies-Sandi,0.3885,goreng,-1.0,"[0.0385, 0.1923, 0.7692]",goreng soal kpud,1
740,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,mart,Ahok-Djarot,0.1086,ada,4.0,"[0.9756, 0.0122, 0.0122]",oke mart .,1
740,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,jek,Ahok-Djarot,0.1561,oke,2.0,"[0.9524, 0.0238, 0.0238]",oke jek hahaha,1
740,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,ogah,Ahok-Djarot,0.0,kerja,2.0,"[0.9524, 0.0238, 0.0238]",hahaha ogah kerja,1
740,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,kerja,Ahok-Djarot,0.0,ogah,-3.0,"[0.0161, 0.0161, 0.9677]",ogah kerja ogah,1
741,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,reklamasi,Anies-Sandi,0.2139,kebijakan,3.0,"[0.9677, 0.0161, 0.0161]",kebijakan reklamasi !,1
741,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,kebijakan,Anies-Sandi,0.1744,pasang,4.0,"[0.9756, 0.0122, 0.0122]",kaya kebijakan reklamasi,1
741,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,pasang,Ahok-Djarot,0.0,cabut,-5.0,"[0.0098, 0.0098, 0.9804]",cabut pasang kaya,1
742,Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok,akal,Anies-Sandi,0.5447,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",masuk akal anies,1
743,Adekku baru saja mengatakan arti #OKEOCE katanya Ogah KErja Ogah CapE <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Closed Eyes>,arti,Ahok-Djarot,0.0,mengatakan,3.0,"[0.9677, 0.0161, 0.0161]",mengatakan arti #,1
748,Mbak Ira kusno bajunya tidak pas kurang cerah sedikit..apa Gara2 blush on nya ya #okeoce jadi tegang itu yang lagi debat <Smiling Face With Open Mouth & Cold Sweat> #kurangpenting,kurangpenting,Agus-Sylvi,0.0,open,-3.0,"[0.0161, 0.0161, 0.9677]",# kurangpenting,1
750,Apapun pertanyaannya jawabannya pasti #okeoce #DebatPilkadaDKI,pertanyaan,Anies-Sandi,0.1458,apa,-3.0,"[0.0161, 0.0161, 0.9677]",pun pertanyaan nya,1
754,#PilkadaDKI2017 Anies Sandi Gubetnur Baru Selamat Bekerja Semoga amanah dan Istiqomah janji janjinya amien ya robbal allamin,janji,Anies-Sandi,0.2532,amanah,5.0,"[0.9804, 0.0098, 0.0098]",istiqomah janji janji,1
756,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..,pasangan,Agus-Sylvi,0.1684,selamat,5.0,"[0.9804, 0.0098, 0.0098]",untuk pasangan no,1
759,macem2 ya keramaian pilkada dki. ada yang potong nenen ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017,nenen,Ahok-Djarot,0.0625,potong,-2.0,"[0.0238, 0.0238, 0.9524]",potong nenen ada,1
759,macem2 ya keramaian pilkada dki. ada yang potong nenen ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017,ngeles,Ahok-Djarot,0.0,jago,3.0,"[0.9677, 0.0161, 0.0161]",jago ngeles karena,1
759,macem2 ya keramaian pilkada dki. ada yang potong nenen ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017,ramalan,Anies-Sandi,0.2326,jago,3.0,"[0.9677, 0.0161, 0.0161]",karena ramalan .,1
